57
48,57,56,56
48,56,56,58
50,57,56,57
52,56,56,57
48,58,56,56
49,60,57,56
51,60,58,57
51,56,55,60
48,59,55,56
49,56,56,57
51,59,58,57
51,58,56,55
49,57,56,57
50,59,57,58
49,55,55,54
49,56,56,56
49,58,55,57
50,55,58,58
47,52,56,57
49,52,56,56
49,55,55,57
49,54,58,56
47,51,58,57
48,50,55,59
46,49,56,55
46,51,56,56
45,51,60,55
46,53,57,57
46,50,58,54
45,51,57,57
45,50,57,57
47,51,55,56
46,50,58,57
47,52,55,57
48,50,56,56
46,51,56,55
49,51,55,56
47,49,55,53
48,52,56,53
47,50,57,52
50,51,59,55
48,51,56,56
49,50,58,54
51,51,57,56
50,50,57,53
49,53,56,54
52,52,55,56
51,50,56,54
50,54,54,51
49,50,57,51
47,50,58,51
52,52,57,53
49,50,53,53
52,51,53,55
52,52,53,56
48,53,55,55
46,51,53,53
49,52,55,52
50,51,52,54
49,51,49,53
48,51,50,52
48,51,49,54
49,51,52,55
49,52,51,55
48,51,50,50
48,52,49,52
49,52,49,50
45,51,52,52
44,53,51,50
48,49,49,48
46,51,49,48
44,50,50,48
44,53,49,48
42,52,48,47
45,53,52,49
45,54,51,46
44,57,52,47
47,54,51,48
45,55,53,50
45,56,54,51
46,58,54,50
45,57,54,52
48,55,55,54
47,57,56,53
47,56,58,54
49,59,58,56
50,58,56,55
47,59,56,59
46,59,57,57
49,60,55,56
47,57,56,58
50,59,57,60
49,58,55,58
49,55,57,58
50,58,57,59
48,55,54,56
50,56,57,54
51,54,57,55
51,54,57,54
50,51,57,53
50,52,54,53
50,52,56,51
53,49,58,53
50,49,58,51
49,51,57,53
47,50,56,49
49,51,58,50
46,51,55,53
49,53,57,56
47,50,57,56
50,51,54,58
49,53,56,58
49,51,58,56
50,51,57,57
46,51,56,57
49,51,56,54
46,50,55,57
49,53,56,55
48,54,54,52
47,54,56,55
45,54,57,55
45,52,58,54
47,55,56,56
46,55,58,53
44,55,57,57
47,54,56,54
47,54,57,52
44,55,57,54
48,54,58,54
49,56,55,52
48,56,57,53
47,55,56,52
49,55,56,50
48,54,54,52
49,56,55,52
51,55,55,50
48,57,54,46
47,57,53,52
51,58,54,51
51,59,52,52
50,58,51,51
51,58,52,50
51,58,53,49
49,57,50,49
48,56,51,48
49,58,51,47
49,57,50,50
48,57,47,53
51,57,50,53
51,58,50,59
49,58,51,63
50,57,49,64
49,55,51,65
50,57,55,73
50,58,54,73
49,57,56,70
50,58,58,71
46,54,56,68
49,55,54,44
50,56,58,56
47,53,56,45
49,53,57,58
49,52,57,54
49,56,56,47
49,55,56,55
48,53,56,52
49,56,54,48
48,56,53,50
50,56,56,54
50,57,55,55
49,57,56,57
50,57,56,58
48,59,57,57
49,58,56,58
50,59,56,59
49,57,53,57
48,57,52,60
48,57,55,60
50,55,51,58
52,54,50,56
47,54,50,59
50,53,52,57
51,51,50,57
50,55,48,57
51,53,50,59
49,52,51,56
51,53,50,56
50,50,48,55
51,53,50,57
49,52,49,57
49,55,50,56
47,53,52,58
50,51,50,55
50,50,49,58
52,52,48,56
51,52,48,57
49,52,50,56
49,51,48,56
49,51,49,56
