70
40,54,60,71
40,54,63,70
40,52,63,69
40,52,63,67
39,51,62,68
41,52,64,72
40,52,61,73
40,53,59,75
40,51,61,78
40,51,59,77
41,52,60,75
40,54,59,77
39,52,58,78
39,52,58,76
43,52,57,75
42,54,57,76
41,53,59,76
40,55,58,75
39,55,58,74
41,53,59,76
40,56,60,76
42,54,62,77
41,56,62,74
41,56,61,76
39,58,61,77
42,58,61,77
39,57,63,77
38,55,61,71
41,56,62,76
40,59,60,77
41,56,61,75
40,55,60,77
40,57,61,76
40,55,60,77
39,54,58,76
41,53,61,76
42,53,62,76
39,53,59,77
39,53,59,77
39,53,60,74
43,51,59,75
41,51,57,75
41,53,59,75
38,52,59,76
38,51,59,75
41,49,60,74
37,51,60,73
40,51,61,72
40,52,59,72
41,49,60,72
37,54,61,71
41,51,62,69
39,50,60,68
39,53,62,70
35,53,63,71
35,50,63,76
33,54,64,81
35,50,65,79
35,50,66,88
33,52,67,88
34,53,67,93
34,52,67,90
34,51,65,81
37,52,65,76
35,51,63,71
36,52,62,68
36,52,64,69
39,49,62,65
38,52,61,68
38,51,60,68
38,54,59,68
41,51,58,70
40,53,58,71
40,53,59,72
40,52,58,72
40,52,59,73
39,51,58,74
41,53,58,72
39,51,57,75
38,52,56,77
41,51,57,74
41,50,55,76
41,51,54,74
39,52,57,78
41,50,57,78
41,52,57,78
40,51,56,77
40,50,56,78
40,51,56,76
38,50,58,76
40,53,58,77
40,53,57,78
41,55,57,76
41,52,58,74
40,53,58,78
40,53,56,76
41,55,57,78
42,53,58,76
40,54,55,75
40,57,59,76
42,57,59,74
40,60,59,74
40,57,58,76
41,56,62,74
41,55,60,73
42,57,62,73
42,56,63,74
40,54,62,74
40,55,61,71
42,56,61,69
40,56,64,72
42,60,63,69
42,58,65,69
42,55,66,68
43,56,65,69
43,57,68,71
40,55,64,67
38,54,63,65
42,56,64,68
39,56,61,65
40,54,63,68
39,55,62,68
39,54,60,69
41,55,61,70
41,54,58,74
41,55,58,75
40,56,56,74
41,53,58,74
42,58,57,71
43,54,56,71
40,55,58,74
40,55,56,72
41,54,57,71
38,57,57,73
41,56,56,71
40,55,55,73
39,55,56,70
41,58,58,68
41,56,57,73
39,55,58,71
40,55,58,70
41,57,58,72
41,56,60,71
41,54,62,71
41,57,59,70
42,55,59,71
40,57,61,72
40,53,61,72
41,57,60,73
41,57,63,72
37,55,64,72
40,55,60,73
41,55,61,74
41,55,63,73
41,54,61,74
41,55,61,74
41,55,61,74
40,55,61,73
40,53,61,75
41,54,61,74
39,56,62,77
41,54,59,76
43,55,61,75
43,54,58,77
43,54,58,75
42,53,59,75
42,53,58,74
42,57,59,73
40,54,60,73
38,54,59,72
40,53,59,71
40,54,62,70
42,55,64,71
41,56,64,69
40,55,63,71
42,55,60,71
40,56,62,69
40,57,64,73
40,55,66,76
41,55,66,77
43,56,65,76
41,54,64,79
42,56,63,77
41,57,65,79
41,56,64,76
42,57,62,74
40,57,61,76
41,57,64,76
41,58,62,75
42,58,62,75
40,56,61,76
41,54,63,74
41,54,61,77
40,54,61,75
41,54,60,73
41,53,59,73
39,52,60,73
42,52,59,74
40,50,58,74
