70
36,52,50,70
37,48,51,71
36,49,50,70
36,47,50,70
35,47,52,71
38,49,51,71
38,50,51,73
38,46,50,69
38,46,49,68
36,47,50,70
36,46,50,71
37,48,50,67
39,47,51,70
35,46,49,71
37,47,49,66
35,46,52,69
37,47,51,71
37,47,51,67
39,45,51,69
37,46,51,68
38,47,52,67
36,46,52,68
35,45,52,67
36,46,51,66
34,47,50,66
33,46,52,66
35,44,50,64
32,46,51,66
35,46,50,66
34,45,52,63
32,43,52,63
34,44,50,64
34,44,57,62
31,47,52,65
31,44,55,66
33,43,55,67
31,46,59,64
29,45,58,68
31,45,59,70
30,47,60,69
30,46,58,68
30,45,61,67
31,47,58,70
31,45,58,67
30,44,59,70
33,45,61,69
32,46,58,70
33,50,57,71
32,47,56,72
34,47,57,70
36,49,56,72
34,48,56,72
35,45,54,73
35,49,54,69
35,49,54,71
35,48,53,68
37,48,53,72
37,49,55,71
34,51,53,73
39,50,55,70
38,50,56,71
37,51,55,71
35,49,55,69
37,52,55,69
36,51,54,69
37,52,56,70
36,52,52,70
36,51,56,68
36,50,55,69
38,53,54,68
36,52,54,68
37,50,52,68
36,48,53,69
38,52,53,69
35,49,54,71
37,49,53,71
37,50,53,69
37,48,51,69
36,48,51,71
38,47,52,70
36,47,51,69
36,46,51,69
36,46,50,71
37,46,52,70
38,46,51,71
37,47,52,69
36,46,51,70
37,47,51,71
36,47,50,70
37,45,52,69
37,46,51,66
36,46,54,66
38,50,54,70
36,47,55,64
36,48,57,67
36,46,55,68
34,48,56,66
35,49,53,63
36,48,55,67
37,48,55,67
36,47,54,67
36,47,54,71
36,46,52,71
36,47,54,72
36,49,53,72
36,47,51,72
36,48,53,71
37,48,49,71
36,50,50,70
37,48,51,70
37,49,52,69
36,49,49,72
38,49,51,70
39,51,50,71
37,49,51,70
36,51,51,70
36,49,48,70
38,49,50,70
35,48,50,69
37,47,48,68
37,52,51,70
36,48,49,71
37,49,53,69
36,51,51,68
38,49,51,69
34,49,50,70
35,50,51,71
34,50,53,70
34,49,52,70
38,51,50,70
36,51,52,71
33,49,55,68
35,53,56,68
33,50,54,70
33,51,54,70
30,52,55,71
32,51,55,72
33,53,57,70
32,51,56,68
29,53,59,70
29,54,59,71
29,53,60,68
27,53,62,69
30,52,62,66
28,53,59,67
27,52,59,67
29,55,59,64
30,55,59,68
30,55,60,68
30,54,58,73
32,53,61,69
32,53,58,70
32,50,60,72
34,53,58,75
33,51,58,72
33,52,58,80
34,53,55,75
33,54,58,69
28,53,55,63
30,52,57,62
33,53,54,64
30,52,54,63
31,53,53,65
32,54,52,65
27,51,50,66
29,52,51,67
29,53,52,65
28,54,51,66
27,51,50,68
29,54,50,69
29,52,52,67
29,54,51,69
28,55,49,68
27,53,50,66
29,51,49,66
29,52,51,66
29,53,51,66
26,54,52,65
29,52,51,67
29,53,53,69
29,54,50,67
31,52,50,65
31,52,52,67
31,56,51,66
31,52,50,65
31,55,51,66
32,51,49,63
32,56,49,67
30,54,50,64
32,54,51,66
32,53,49,65
33,53,49,67
34,52,51,68
35,54,50,69
35,53,48,70
35,50,48,70
31,54,51,71
34,53,51,70
33,53,50,71
