
57,62,38,47
55,61,38,47
54,64,38,52
55,59,37,50
52,62,36,54
54,61,37,57
53,62,39,56
54,61,40,63
55,59,37,69
54,60,38,79
57,60,36,77
59,57,37,81
65,59,38,84
66,58,38,88
65,57,42,71
69,56,42,100
69,55,43,103
65,57,44,103
56,59,48,98
50,58,48,98
36,59,49,82
32,55,49,44
35,57,51,54
34,56,49,46
40,57,49,42
54,58,50,41
65,59,48,45
58,57,48,36
62,57,46,32
68,59,47,32
66,58,47,33
65,59,48,37
56,58,46,35
54,62,44,36
56,62,42,35
60,60,44,38
58,60,46,37
59,59,42,37
59,60,43,39
60,58,41,39
62,58,41,39
62,60,39,36
64,56,39,37
63,58,39,37
64,56,37,39
64,57,38,40
64,57,38,37
62,57,38,38
62,57,38,38
62,55,37,37
63,57,39,36
62,58,37,39
64,55,36,36
62,55,37,38
63,56,38,37
63,55,38,37
61,53,37,38
63,54,39,39
63,53,40,40
60,52,38,37
60,53,36,37
63,54,38,38
62,54,38,39
62,52,39,37
62,51,37,37
65,53,36,36
62,52,38,38
66,52,37,37
64,53,39,38
65,54,38,36
61,50,39,36
63,50,39,34
64,54,40,33
63,53,40,32
63,55,41,32
62,51,42,32
64,52,42,34
64,51,41,31
61,53,44,32
63,54,43,30
66,52,42,33
64,52,42,37
63,50,42,34
64,53,43,36
62,53,42,38
62,51,40,38
65,54,39,37
63,53,39,39
65,56,38,35
63,53,37,38
64,56,39,36
62,54,41,36
62,57,41,37
65,57,39,38
62,55,40,38
61,56,39,36
63,56,40,38
64,59,40,35
66,59,43,38
65,59,41,37
64,59,40,36
62,58,43,38
63,60,42,38
65,58,40,37
64,59,40,38
62,59,41,38
62,56,41,37
63,56,42,38
63,56,41,38
62,56,41,39
62,55,40,38
64,55,39,35
59,53,40,39
64,53,39,37
63,52,40,36
64,51,40,38
65,52,41,38
63,51,41,35
63,52,41,38
64,54,42,37
65,52,41,38
62,53,40,37
61,51,42,39
62,54,43,35
62,52,42,35
62,52,41,35
62,51,42,34
60,52,41,35
61,52,42,31
65,52,42,31
63,53,42,31
63,53,45,32
61,52,45,29
61,51,48,31
61,53,45,31
63,53,46,31
62,52,48,30
62,52,47,26
63,51,44,26
62,52,46,27
61,53,41,29
61,54,44,31
64,51,40,33
62,55,41,33
62,54,41,35
65,52,40,32
62,52,39,34
62,54,40,33
62,52,39,31
62,53,39,33
62,53,38,32
61,52,39,33
61,53,37,32
61,52,36,31
62,50,39,32
61,52,38,31
64,52,38,31
62,53,40,34
64,51,38,33
61,53,40,34
61,52,41,35
63,55,39,34
65,52,38,35
62,53,38,34
61,52,36,36
61,54,39,35
64,52,38,37
61,55,39,38
64,54,39,36
63,56,38,37
63,56,40,37
62,54,38,37
64,56,41,37
62,58,40,37
65,58,40,37
62,57,40,37
57,58,42,36
64,57,42,37
61,59,41,37
64,58,41,36
65,60,43,36
64,59,43,35
63,61,42,37
62,59,42,35
62,59,43,36
62,55,43,32
63,55,44,34
62,57,43,33
61,58,47,31
62,54,44,31
64,55,47,30
62,55,45,31
63,53,45,29
63,52,46,29
66,53,45,26
65,52,43,32
62,54,45,32
62,54,40,33
62,54,41,35
